"FIPS","AllRace_Total","AllRace_Male","AllRace_Female","AllRace_Male_50-","AllRace_Male_50-65","AllRace_Male_65+","AllRace_Female_50-","AllRace_Female_50-65","AllRace_Female_65+","W_Total","W_Male","W_Female","W_Male_50-","W_Male_50-65","W_Male_65+","W_Female_50-","W_Female_50-65","W_Female_65+","B_Total","B_Male","B_Female","B_Male_50-","B_Male_50-65","B_Male_65+","B_Female_50-","B_Female_50-65","B_Female_65+","I_Total","I_Male","I_Female","I_Male_50-","I_Male_50-65","I_Male_65+","I_Female_50-","I_Female_50-65","I_Female_65+","A_Total","A_Male","A_Female","A_Male_50-","A_Male_50-65","A_Male_65+","A_Female_50-","A_Female_50-65","A_Female_65+","H_Total","H_Male","H_Female","H_Male_50-","H_Male_50-65","H_Male_65+","H_Female_50-","H_Female_50-65","H_Female_65+","O_Total","O_Male","O_Female","O_Male_50-","O_Male_50-65","O_Male_65+","O_Female_50-","O_Female_50-65","O_Female_65+","AllRace_50-","AllRace_50-65","AllRace_65+","W_50-","W_50-65","W_65+","B_50-","B_50-65","B_65+","A_50-","A_50-65","A_65+","I_50-","I_50-65","I_65+","H_50-","H_50-65","H_65+","O_50-","O_50-65","O_65+","state"
"06039",156255,77881,78374,53490,13456,10935,53157,13193,12024,48399,23899,24500,11609,5667,6623,11601,5651,7248,4131,1987,2144,1100,577,310,1383,425,336,1738,811,927,540,175,96,593,171,163,3581,1710,1871,1107,327,276,1183,390,298,93178,46952,46226,37476,6222,3254,36621,6038,3567,5228,2522,2706,1658,488,376,1776,518,412,106980,26912,21870,23218,11334,13246,2200,1154,620,2214,654,552,1080,350,192,74952,12444,6508,3316,976,752,"06"
"06041",262321,128593,133728,73210,28620,26763,71458,29786,32484,173149,84428,88721,40145,21350,22933,39413,21816,27492,6120,3935,2185,2230,1179,526,1316,472,397,555,304,251,219,62,23,175,49,27,16175,6664,9511,4126,1403,1135,5401,2319,1791,49410,25322,24088,20430,3427,1465,18679,3543,1866,16912,7940,8972,6060,1199,681,6474,1587,911,146420,57240,53526,80290,42700,45866,4460,2358,1052,8252,2806,2270,438,124,46,40860,6854,2930,12120,2398,1362,"06"
"06043",17131,8609,8522,4240,2000,2369,3937,2154,2431,12838,6461,6377,2827,1598,2036,2614,1706,2057,105,70,35,46,17,7,20,4,11,410,202,208,104,56,42,102,67,39,287,152,135,72,43,37,64,37,34,2140,1058,1082,756,165,137,739,177,166,1351,666,685,435,121,110,398,163,124,8480,4000,4738,5654,3196,4072,92,34,14,144,86,74,208,112,84,1512,330,274,870,242,220,"06"
"06045",91601,45837,45764,27293,8608,9936,25558,8966,11240,56205,27997,28208,13633,6035,8329,12546,6272,9390,607,349,258,258,45,46,161,57,40,3528,1750,1778,1259,310,181,1179,344,255,1730,696,1034,451,152,93,567,259,208,23933,12363,11570,9868,1635,860,9254,1485,831,5598,2682,2916,1824,431,427,1851,549,516,54586,17216,19872,27266,12070,16658,516,90,92,902,304,186,2518,620,362,19736,3270,1720,3648,862,854,"06"
"06047",281202,140337,140865,102911,22141,15285,99974,22695,18196,68729,33831,34898,18861,7562,7408,18195,7784,8919,8191,4427,3764,2992,832,603,2444,729,591,1164,576,588,382,137,57,338,152,98,19824,9830,9994,7274,1521,1035,6887,1707,1400,173857,87164,86693,70038,11405,5721,68582,11477,6634,9437,4509,4928,3364,684,461,3528,846,554,205822,44282,30570,37722,15124,14816,5984,1664,1206,14548,3042,2070,764,274,114,140076,22810,11442,6728,1368,922,"06"
"06049",8700,4347,4353,2291,929,1127,2194,966,1193,6446,3127,3319,1505,670,952,1510,759,1050,66,50,16,37,3,10,12,0,4,387,213,174,111,59,43,113,30,31,61,28,33,7,11,10,16,4,13,1259,663,596,458,121,84,389,144,63,481,266,215,173,65,28,154,29,32,4582,1858,2254,3010,1340,1904,74,6,20,14,22,20,222,118,86,916,242,168,346,130,56,"06"
"06051",13195,7048,6147,4451,1468,1129,3839,1309,999,8679,4688,3991,2571,1136,981,2170,978,843,68,40,28,32,5,3,21,6,1,177,87,90,57,23,7,47,27,16,159,61,98,37,15,9,52,35,11,3507,1832,1675,1485,241,106,1336,233,106,605,340,265,269,48,23,213,30,22,8902,2936,2258,5142,2272,1962,64,10,6,74,30,18,114,46,14,2970,482,212,538,96,46,"06"
"06053",439035,221123,217912,156277,36370,28476,146620,37352,33940,120077,59345,60732,29192,13378,16775,27043,14094,19595,9051,5739,3312,3633,1426,680,1898,804,610,1314,643,671,371,178,94,397,161,113,25123,11417,13706,6750,2576,2091,7176,3245,3285,265321,135025,130296,109667,17397,7961,103730,17361,9205,18149,8954,9195,6664,1415,875,6376,1687,1132,312554,72740,56952,58384,26756,33550,7266,2852,1360,13500,5152,4182,742,356,188,219334,34794,15922,13328,2830,1750,"06"
"06055",138019,67777,70242,41159,13535,13083,40088,14549,15605,68909,33331,35578,15230,7970,10131,14879,8714,11985,2300,1168,1132,722,257,189,666,284,182,507,300,207,173,74,53,122,35,50,10520,4805,5715,3107,999,699,3433,1236,1046,48829,24763,24066,19440,3650,1673,18473,3651,1942,6954,3410,3544,2487,585,338,2515,629,400,82318,27070,26166,30460,15940,20262,1444,514,378,6214,1998,1398,346,148,106,38880,7300,3346,4974,1170,676,"06"
"06057",102241,50424,51817,26500,10466,13458,24920,11796,15101,82810,40770,42040,19615,8882,12273,18450,9917,13673,416,247,169,137,77,33,103,37,29,695,362,333,247,75,40,164,101,68,1371,563,808,309,131,123,432,229,147,10416,5264,5152,3952,755,557,3671,863,618,6533,3218,3315,2240,546,432,2100,649,566,53000,20932,26916,39230,17764,24546,274,154,66,618,262,246,494,150,80,7904,1510,1114,4480,1092,864,"06"
"06059",3186989,1563452,1623537,1033236,307684,222532,1020095,324870,278572,1198655,594435,604220,319017,144099,131319,301577,142861,159782,49304,25691,23613,17474,5378,2839,15327,4927,3359,5298,2585,2713,1482,711,392,1522,660,531,699124,330013,369111,215830,65331,48852,229275,77720,62116,1086834,537060,549774,421732,81692,33636,416021,87682,46071,147774,73668,74106,57701,10473,5494,56373,11020,6713,2066472,615368,445064,638034,288198,262638,34948,10756,5678,431660,130662,97704,2964,1422,784,843464,163384,67272,115402,20946,10988,"06"
"06061",404739,196942,207797,121189,38707,37046,120227,41693,45877,272471,132682,139789,73286,28817,30579,71672,30541,37576,6440,3393,3047,2207,689,497,1941,623,483,2010,978,1032,622,216,140,606,227,199,34776,16259,18517,11251,2954,2054,12262,3408,2847,60628,29670,30958,23096,4003,2571,23006,4665,3287,28414,13960,14454,10727,2028,1205,10740,2229,1485,242378,77414,74092,146572,57634,61158,4414,1378,994,22502,5908,4108,1244,432,280,46192,8006,5142,21454,4056,2410,"06"
"06063",19790,9948,9842,4788,2152,3008,4517,2431,2894,15999,8008,7991,3430,1854,2724,3310,2042,2639,102,66,36,37,12,17,23,9,4,382,212,170,142,43,27,88,62,20,145,65,80,29,15,21,49,24,7,1897,952,945,718,115,119,673,141,131,1265,645,620,432,113,100,374,153,93,9576,4304,6016,6860,3708,5448,74,24,34,58,30,42,284,86,54,1436,230,238,864,226,200,"06"
"06065",2418185,1199118,1219067,809472,220072,169574,793662,224187,201218,788235,394107,394128,196932,93943,103232,186758,90563,116807,146762,73411,73351,49480,15136,8795,46430,15642,11279,11960,5872,6088,3809,1234,829,3923,1234,931,164889,77341,87548,50436,15639,11266,53221,19179,15148,1202295,597052,605243,469380,86669,41003,464517,89389,51337,104044,51335,52709,39435,7451,4449,38813,8180,5716,1618944,440144,339148,393864,187886,206464,98960,30272,17590,100872,31278,22532,7618,2468,1658,938760,173338,82006,78870,14902,8898,"06"
"06067",1585055,774787,810268,531609,139344,103834,525306,151147,133815,650271,317068,333203,184061,70120,62887,178977,74148,80078,145724,71043,74681,49240,13818,7985,49253,14980,10448,7432,3571,3861,2303,807,461,2327,904,630,276295,133214,143081,95429,21666,16119,96630,25231,21220,374434,186290,188144,150088,24505,11697,147105,25701,15338,130899,63601,67298,50488,8428,4685,51014,10183,6101,1063218,278688,207668,368122,140240,125774,98480,27636,15970,190858,43332,32238,4606,1614,922,300176,49010,23394,100976,16856,9370,"06"
"06069",64209,31941,32268,21908,5960,4073,21385,6192,4691,19785,9843,9942,5069,2526,2248,4859,2632,2451,479,295,184,161,78,56,103,39,42,221,104,117,80,10,14,75,31,11,2189,963,1226,636,227,100,739,276,211,39241,19628,19613,15158,2915,1555,14771,3019,1823,2294,1108,1186,804,204,100,838,195,153,43816,11920,8146,10138,5052,4496,322,156,112,1272,454,200,160,20,28,30316,5830,3110,1608,408,200,"06"
"06071",2181654,1078849,1102805,761460,191523,125866,748237,202510,152058,566113,284156,281957,156574,67392,60190,145995,67663,68299,173322,84460,88862,59094,16057,9309,58246,18314,12302,8412,4288,4124,2762,920,606,2353,996,775,176204,84238,91966,55834,16658,11746,57057,19843,15066,1170913,579142,591771,454408,84333,40401,452243,88498,51030,86690,42565,44125,32788,6163,3614,32343,7196,4586,1522920,383046,251732,313148,134784,120380,118188,32114,18618,111668,33316,23492,5524,1840,1212,908816,168666,80802,65576,12326,7228,"06"
"12001",278468,133981,144487,95050,20103,18828,98736,22542,23209,160463,77963,82500,50396,13203,14364,51298,13997,17205,51171,23576,27595,17354,3689,2533,19601,4579,3415,562,252,310,178,37,37,204,60,46,17891,8684,9207,7269,881,534,7270,1154,783,33614,16353,17261,13883,1595,875,14225,1859,1177,14767,7153,7614,5970,698,485,6138,893,583,190100,40206,37656,100792,26406,28728,34708,7378,5066,14538,1762,1068,356,74,74,27766,3190,1750,11940,1396,970,"12"
"10003",570719,274700,296019,178912,55057,40731,182494,60896,52629,303265,147301,155964,83388,34309,29604,82333,36564,37067,142388,66080,76308,46080,12818,7182,49996,15654,10658,893,417,476,230,111,76,289,119,68,35022,17182,17840,13214,2456,1512,13304,2735,1801,63516,31396,32120,26062,3782,1552,26160,3979,1981,25635,12324,13311,9938,1581,805,10412,1845,1054,357824,110114,81462,166776,68618,59208,92160,25636,14364,26428,4912,3024,460,222,152,52124,7564,3104,19876,3162,1610,"10"
"10005",237378,114840,122538,58779,24142,31919,57829,28073,36636,171741,82310,89431,34301,19292,28717,33953,22658,32820,24835,12170,12665,7964,2445,1761,7795,2800,2070,764,378,386,181,100,97,193,100,93,3014,1349,1665,858,248,243,945,408,312,26793,13745,13048,11832,1322,591,11140,1265,643,10231,4888,5343,3643,735,510,3803,842,698,117558,48284,63838,68602,38584,57434,15928,4890,3522,1716,496,486,362,200,194,23664,2644,1182,7286,1470,1020,"10"
"11001",689545,322777,366768,236771,49656,36350,263806,52536,50426,261771,128308,133463,97404,16990,13914,103811,14415,15237,282066,127296,154770,83501,25132,18663,95819,29721,29230,1277,587,690,421,81,85,454,140,96,33192,13673,19519,11638,1264,771,16378,1791,1350,77652,37590,40062,31220,4414,1956,32779,4359,2924,33587,15323,18264,12587,1775,961,14565,2110,1589,473542,99312,72700,194808,33980,27828,167002,50264,37326,23276,2528,1542,842,162,170,62440,8828,3912,25174,3550,1922,"11"
"12003",28259,15110,13149,10113,3008,1989,8265,2607,2277,22185,11483,10702,7408,2365,1710,6545,2191,1966,3825,2432,1393,1766,490,176,984,251,158,109,61,48,37,14,10,30,7,11,157,59,98,35,16,8,51,18,29,973,625,348,518,53,54,259,49,40,1010,450,560,349,70,31,396,91,73,20226,6016,3978,14816,4730,3420,3532,980,352,70,32,16,74,28,20,1036,106,108,698,140,62,"12"
"12005",175216,87123,88093,53078,19025,15020,50873,19841,17379,128348,63755,64593,35402,15335,13018,34245,15626,14722,17549,8729,8820,6270,1558,901,6098,1639,1083,795,414,381,237,81,96,204,110,67,4068,1694,2374,1202,325,167,1280,605,489,13846,7285,6561,5995,911,379,5131,963,467,10610,5246,5364,3972,815,459,3915,898,551,106156,38050,30040,70804,30670,26036,12540,3116,1802,2404,650,334,474,162,192,11990,1822,758,7944,1630,918,"12"
"12007",28303,15817,12486,10146,3210,2461,7027,2631,2828,20320,10714,9606,6308,2330,2076,5119,2112,2375,5427,3570,1857,2669,649,252,1191,373,293,58,30,28,10,8,12,18,5,5,135,63,72,42,13,8,31,21,20,1350,950,400,759,131,60,280,58,62,1013,490,523,358,79,53,388,62,73,20292,6420,4922,12616,4660,4152,5338,1298,504,84,26,16,20,16,24,1518,262,120,716,158,106,"12"
"12009",606612,296098,310514,159078,68472,68548,155667,74227,80620,430936,212459,218477,100569,53723,58167,95792,56337,66348,56498,26758,29740,17569,5131,4058,18301,6080,5359,1569,805,764,419,251,135,385,246,133,15587,6597,8990,4310,1289,998,4882,2233,1875,67907,32946,34961,23976,5429,3541,23850,6250,4861,34115,16533,17582,12235,2649,1649,12457,3081,2044,318156,136944,137096,201138,107446,116334,35138,10262,8116,8620,2578,1996,838,502,270,47952,10858,7082,24470,5298,3298,"12"
"12011",1944375,938770,1005605,589793,201128,147849,604271,214411,186923,644230,327483,316747,155977,87357,84149,144378,78066,94303,517618,238495,279123,171129,42156,25210,188309,53750,37064,2917,1463,1454,978,323,162,941,271,242,74040,35212,38828,23548,7155,4509,25204,8231,5393,608703,290250,318453,204679,55783,29788,210267,64064,44122,96867,45867,51000,33482,8354,4031,35172,10029,5799,1179586,402256,295698,311954,174714,168298,342258,84312,50420,47096,14310,9018,1956,646,324,409358,111566,59576,66964,16708,8062,"12"
"12013",13648,7510,6138,4665,1570,1275,3421,1361,1356,10490,5529,4961,3176,1231,1122,2670,1139,1152,1668,1131,537,874,184,73,315,110,112,93,53,40,25,20,8,15,14,11,46,17,29,14,2,1,16,12,1,622,426,196,315,72,39,147,21,28,729,354,375,261,61,32,258,65,52,9330,3140,2550,6352,2462,2244,1748,368,146,28,4,2,50,40,16,630,144,78,522,122,64,"12"
"12015",186847,91125,95722,34385,20480,36260,32681,23901,39140,153700,74953,78747,23838,17587,33528,22886,20360,35501,8870,4593,4277,3003,799,791,2208,834,1235,385,182,203,83,32,67,77,52,74,2566,1045,1521,586,240,219,719,388,414,14079,6887,7192,4662,1161,1064,4621,1331,1240,7247,3465,3782,2213,661,591,2170,936,676,68770,40960,72520,47676,35174,67056,6006,1598,1582,1172,480,438,166,64,134,9324,2322,2128,4426,1322,1182,"12"
"12017",153843,74454,79389,30896,16381,27177,30392,18771,30226,131477,63734,67743,24269,14404,25061,23754,16277,27712,3891,2044,1847,1141,406,497,969,408,470,466,224,242,88,69,67,102,86,54,2412,997,1415,553,167,277,658,337,420,9241,4448,4793,2866,773,809,2884,913,996,6356,3007,3349,1979,562,466,2025,750,574,61792,32762,54354,48538,28808,50122,2282,812,994,1106,334,554,176,138,134,5732,1546,1618,3958,1124,932,"12"
"12019",218245,106175,112070,67806,21584,16785,68392,23015,20663,148986,73024,75962,42687,16251,14086,42354,16766,16842,25621,12407,13214,9057,2341,1009,9392,2508,1314,680,332,348,199,68,65,230,75,43,6626,2807,3819,1908,498,401,2137,951,731,23134,11313,11821,8915,1583,815,8943,1747,1131,13198,6292,6906,5040,843,409,5336,968,602,135612,43168,33570,85374,32502,28172,18114,4682,2018,3816,996,802,398,136,130,17830,3166,1630,10080,1686,818,"12"
"51685",17219,8585,8634,6560,1457,568,6380,1479,775,4706,2373,2333,1566,547,260,1463,524,346,2076,997,1079,688,217,92,722,231,126,27,13,14,11,2,0,6,5,3,1827,865,962,580,178,107,610,228,124,7799,3976,3823,3405,477,94,3223,458,142,784,361,423,310,36,15,356,33,34,13120,2914,1136,3132,1094,520,1376,434,184,1160,356,214,22,4,0,6810,954,188,620,72,30,"51"
"51690",13485,6224,7261,3672,1361,1191,3893,1647,1721,5732,2623,3109,1272,630,721,1332,738,1039,6043,2748,3295,1702,628,418,1888,801,606,23,16,7,11,1,4,3,1,3,116,63,53,44,12,7,31,14,8,1025,514,511,444,47,23,422,48,41,546,260,286,199,43,18,217,45,24,7344,2722,2382,2544,1260,1442,3404,1256,836,88,24,14,22,2,8,888,94,46,398,86,36,"51"
"51700",186247,90559,95688,64321,15481,10757,62622,18022,15044,71250,35923,35327,22444,7196,6283,19533,7528,8266,76870,36207,40663,26439,6301,3467,27685,7966,5012,571,270,301,174,53,43,188,68,45,6230,2694,3536,1914,477,303,2126,724,686,19288,9801,9487,8507,897,397,7893,968,626,12038,5664,6374,4843,557,264,5197,768,409,128642,30962,21514,44888,14392,12566,52878,12602,6934,3828,954,606,348,106,86,17014,1794,794,9686,1114,528,"51"
"51710",238005,120572,117433,89132,18897,12543,80030,20731,16672,97205,51783,45422,35857,9075,6851,28316,8765,8341,93553,43837,49716,31725,7593,4519,33608,9389,6719,832,475,357,343,67,65,251,56,50,8828,4432,4396,3356,585,491,2865,845,686,23130,12717,10413,11563,858,296,9157,850,406,14457,7328,7129,6288,719,321,5833,826,470,178264,37794,25086,71714,18150,13702,63450,15186,9038,6712,1170,982,686,134,130,23126,1716,592,12576,1438,642,"51"
"51720",3687,1709,1978,1079,340,290,1185,392,401,3223,1481,1742,913,302,266,1015,353,374,179,88,91,45,28,15,58,28,5,4,2,2,2,0,0,0,1,1,27,9,18,9,0,0,14,2,2,81,43,38,38,2,3,30,1,7,173,86,87,72,8,6,68,7,12,2158,680,580,1826,604,532,90,56,30,18,0,0,4,0,0,76,4,6,144,16,12,"51"
"51730",33458,15531,17927,9843,3316,2372,10507,3859,3561,5178,2499,2679,1356,634,509,1314,598,767,24530,11236,13294,7048,2458,1730,7739,2940,2615,105,46,59,23,16,7,35,15,9,330,158,172,111,27,20,115,28,29,1970,991,979,841,110,40,796,131,52,1345,601,744,464,71,66,508,147,89,19686,6632,4744,2712,1268,1018,14096,4916,3460,222,54,40,46,32,14,1682,220,80,928,142,132,"51"
"51735",12460,6152,6308,3706,1310,1136,3574,1370,1364,10937,5446,5491,3164,1208,1074,2994,1231,1266,107,57,50,27,15,15,27,8,15,33,8,25,8,0,0,18,4,3,253,112,141,68,28,16,70,48,23,463,233,230,199,20,14,190,25,15,667,296,371,240,39,17,275,54,42,7412,2620,2272,6328,2416,2148,54,30,30,136,56,32,16,0,0,398,40,28,480,78,34,"51"
"51740",97915,47292,50623,32035,8718,6539,31708,9958,8957,34912,17836,17076,11085,3576,3175,9299,3607,4170,51586,23904,27682,16370,4514,3020,17799,5547,4336,355,159,196,108,37,14,125,42,29,1244,555,689,392,101,62,423,162,104,4413,2277,2136,2000,196,81,1834,198,104,5405,2561,2844,2080,294,187,2228,402,214,64070,17436,13078,22170,7152,6350,32740,9028,6040,784,202,124,216,74,28,4000,392,162,4160,588,374,"51"
"51750",16070,7420,8650,5729,923,768,6732,951,967,12006,5615,6391,4135,794,686,4763,795,833,2125,904,1221,785,78,41,1048,88,85,30,13,17,7,0,6,15,1,1,210,99,111,84,10,5,86,13,12,765,354,411,329,15,10,368,24,19,934,435,499,389,26,20,452,30,17,11458,1846,1536,8270,1588,1372,1570,156,82,168,20,10,14,0,12,658,30,20,778,52,40,"51"
"51760",226610,107678,118932,78074,16717,12887,83067,18878,16987,95220,46517,48703,33153,7030,6334,33926,7224,7553,90490,41085,49405,27303,8005,5777,31094,9890,8421,440,187,253,121,37,29,133,65,55,6199,2740,3459,2472,174,94,3068,234,157,23747,12373,11374,10981,1015,377,10134,865,375,10514,4776,5738,4044,456,276,4712,600,426,156148,33434,25774,66306,14060,12668,54606,16010,11554,4944,348,188,242,74,58,21962,2030,754,8088,912,552,"51"
"51770",100011,47641,52370,30934,9228,7479,32034,9916,10420,55951,26545,29406,15361,5806,5378,15749,6180,7477,27077,12679,14398,8465,2561,1653,9262,2792,2344,211,105,106,74,14,17,62,19,25,2462,1210,1252,927,175,108,944,183,125,8484,4395,4089,3838,396,161,3511,369,209,5826,2707,3119,2269,276,162,2506,373,240,61868,18456,14958,30722,11612,10756,16930,5122,3306,1854,350,216,148,28,34,7676,792,322,4538,552,324,"51"
"51775",25346,12051,13295,7418,2416,2217,7530,2654,3111,20673,9846,10827,5733,2094,2019,5733,2299,2795,1913,883,1030,622,153,108,669,167,194,42,20,22,13,5,2,12,9,1,534,230,304,170,45,15,211,61,32,1088,557,531,454,70,33,448,49,34,1096,515,581,426,49,40,457,69,55,14836,4832,4434,11466,4188,4038,1244,306,216,340,90,30,26,10,4,908,140,66,852,98,80,"51"
"51790",25750,11945,13805,7297,2261,2387,7985,2513,3307,19959,9263,10696,5351,1834,2078,5741,2045,2910,2882,1357,1525,872,269,216,969,289,267,65,30,35,17,3,10,26,6,3,320,134,186,94,30,10,138,24,24,1088,493,595,403,64,26,490,65,40,1436,668,768,560,61,47,621,84,63,14594,4522,4774,10702,3668,4156,1744,538,432,188,60,20,34,6,20,806,128,52,1120,122,94,"51"
"51800",94324,45642,48682,29716,9472,6454,29941,10487,8254,43837,21989,21848,13097,4893,3999,12174,5020,4654,39194,18197,20997,12190,3861,2146,13258,4622,3117,255,94,161,62,22,10,110,29,22,1672,742,930,524,153,65,593,202,135,4252,2127,2125,1816,234,77,1727,278,120,5114,2493,2621,2027,309,157,2079,336,206,59432,18944,12908,26194,9786,7998,24380,7722,4292,1048,306,130,124,44,20,3632,468,154,4054,618,314,"51"
"06073",3298634,1642796,1655838,1123831,294723,224242,1070483,309723,275632,1422205,724224,697981,423307,154632,146285,379531,149679,168771,145014,77665,67349,55197,14606,7862,45355,12958,9036,12841,6550,6291,4318,1296,936,3999,1275,1017,400589,186989,213600,129082,33635,24272,135515,42996,35089,1119629,547625,572004,431722,77777,38126,428974,89303,53727,198356,99743,98613,80205,12777,6761,77109,13512,7992,2247662,589446,448484,846614,309264,292570,110394,29212,15724,258164,67270,48544,8636,2592,1872,863444,155554,76252,160410,25554,13522,"06"
"06075",873965,446144,427821,298619,82388,65137,278404,72455,76962,341306,184816,156490,121769,35624,27423,104182,24877,27431,45071,23806,21265,13947,5916,3943,12750,4259,4256,1570,848,722,484,257,107,443,145,134,294220,137223,156997,85341,25766,26116,90548,30867,35582,136761,71390,65371,54192,11369,5829,48332,9344,7695,55037,28061,26976,22886,3456,1719,22149,2963,1864,597238,164776,130274,243538,71248,54846,27894,11832,7886,170682,51532,52232,968,514,214,108384,22738,11658,45772,6912,3438,"06"
"06077",779233,388163,391070,272146,68008,48009,263560,68913,58597,215530,106426,109104,56929,25352,24145,53879,25708,29517,56898,28298,28600,19163,5827,3308,18929,5716,3955,3135,1692,1443,1060,371,261,842,363,238,134684,66200,68484,47116,11286,7798,46481,12161,9842,325725,164196,161529,131402,22145,10649,126948,21693,12888,43261,21351,21910,16476,3027,1848,16481,3272,2157,544292,136016,96018,113858,50704,48290,38326,11654,6616,94232,22572,15596,2120,742,522,262804,44290,21298,32952,6054,3696,"06"
"06079",282424,140271,142153,85542,26208,28521,80897,28524,32732,183468,89635,93833,47208,18563,23864,45509,20828,27496,4330,3165,1165,2008,847,310,725,249,191,1136,515,621,293,131,91,326,169,126,10001,4603,5398,3276,726,601,3396,1099,903,67921,34633,33288,27064,4816,2753,25484,4806,2998,15568,7720,7848,5693,1125,902,5457,1373,1018,171084,52416,57042,94416,37126,47728,4016,1694,620,6552,1452,1202,586,262,182,54128,9632,5506,11386,2250,1804,"06"
"06081",764442,377546,386896,249835,72072,55639,239229,76990,70677,275902,139548,136354,75936,32825,30787,68466,31579,36309,14701,7546,7155,4466,1714,1366,3748,1613,1794,1021,467,554,270,117,80,327,125,102,227783,107284,120499,73451,19306,14527,76062,24262,20175,191386,95726,95660,74157,14546,7023,70095,15570,9995,53649,26975,26674,21555,3564,1856,20531,3841,2302,499670,144144,111278,151872,65650,61574,8932,3428,2732,146902,38612,29054,540,234,160,148314,29092,14046,43110,7128,3712,"06"
"06083",448229,222051,226178,150749,37445,33857,146194,39140,40844,184746,90473,94273,47165,19468,23840,45358,20458,28457,6467,3684,2783,2311,760,613,1714,530,539,1731,904,827,519,221,164,527,148,152,25378,11799,13579,8864,1676,1259,9414,2286,1879,210584,105856,104728,84752,14059,7045,81934,14153,8641,19323,9335,9988,7138,1261,936,7247,1565,1176,301498,74890,67714,94330,38936,47680,4622,1520,1226,17728,3352,2518,1038,442,328,169504,28118,14090,14276,2522,1872,"06"
"06085",1936259,975313,960946,673557,181599,120157,633201,180367,147378,555708,286817,268891,159304,69586,57927,138716,62067,68108,42148,22098,20050,15000,4631,2467,13098,4088,2864,3240,1609,1631,985,366,258,957,359,315,753399,370572,382827,265822,64848,39902,260899,71220,50708,487357,246317,241040,193723,35876,16718,182826,36520,21694,94407,47900,46507,38723,6292,2885,36705,6113,3689,1347114,363198,240314,318608,139172,115854,30000,9262,4934,531644,129696,79804,1970,732,516,387446,71752,33436,77446,12584,5770,"06"
"06087",270861,134471,136390,85105,26422,22944,82467,27674,26249,145551,72055,73496,37202,17126,17727,35636,17680,20180,2850,1591,1259,1063,295,233,945,201,113,853,475,378,215,139,121,189,114,75,12072,5643,6429,3905,965,773,4042,1421,966,94299,47132,47167,37088,6697,3347,36244,6936,3987,15236,7575,7661,5632,1200,743,5411,1322,928,170210,52844,45888,74404,34252,35454,2126,590,466,7810,1930,1546,430,278,242,74176,13394,6694,11264,2400,1486,"06"
"06089",182155,89654,92501,52906,17746,19002,51423,19301,21777,136894,67310,69584,36260,14407,16643,35108,15396,19080,1761,1017,744,703,190,124,496,156,92,4047,2043,2004,1381,374,288,1265,454,285,5839,2680,3159,1875,492,313,2136,618,405,19730,9949,9781,7825,1277,847,7458,1360,963,13884,6655,7229,4862,1006,787,4960,1317,952,105812,35492,38004,72520,28814,33286,1406,380,248,3750,984,626,2762,748,576,15650,2554,1694,9724,2012,1574,"06"
"06091",3236,1635,1601,767,386,482,701,381,519,2615,1320,1295,579,301,440,512,333,450,7,1,6,0,0,1,4,0,2,18,14,4,10,3,1,1,0,3,7,1,6,1,0,0,2,3,1,377,181,196,105,47,29,131,29,36,212,118,94,72,35,11,51,16,27,1534,772,964,1158,602,880,0,0,2,2,0,0,20,6,2,210,94,58,144,70,22,"06"
"06093",44076,21872,22204,11623,4502,5747,11111,5050,6043,32057,15851,16206,7291,3601,4959,7113,3888,5205,471,242,229,150,56,36,148,32,49,1757,931,826,633,149,149,544,166,116,866,416,450,244,95,77,311,94,45,5527,2822,2705,2173,361,288,1908,484,313,3398,1610,1788,1132,240,238,1087,386,315,23246,9004,11494,14582,7202,9918,300,112,72,488,190,154,1266,298,298,4346,722,576,2264,480,476,"06"
