"FIPS","AllRace_Total","AllRace_Male","AllRace_Female","AllRace_Male_50-","AllRace_Male_50-65","AllRace_Male_65+","AllRace_Female_50-","AllRace_Female_50-65","AllRace_Female_65+","W_Total","W_Male","W_Female","W_Male_50-","W_Male_50-65","W_Male_65+","W_Female_50-","W_Female_50-65","W_Female_65+","B_Total","B_Male","B_Female","B_Male_50-","B_Male_50-65","B_Male_65+","B_Female_50-","B_Female_50-65","B_Female_65+","I_Total","I_Male","I_Female","I_Male_50-","I_Male_50-65","I_Male_65+","I_Female_50-","I_Female_50-65","I_Female_65+","A_Total","A_Male","A_Female","A_Male_50-","A_Male_50-65","A_Male_65+","A_Female_50-","A_Female_50-65","A_Female_65+","H_Total","H_Male","H_Female","H_Male_50-","H_Male_50-65","H_Male_65+","H_Female_50-","H_Female_50-65","H_Female_65+","O_Total","O_Male","O_Female","O_Male_50-","O_Male_50-65","O_Male_65+","O_Female_50-","O_Female_50-65","O_Female_65+","AllRace_50-","AllRace_50-65","AllRace_65+","W_50-","W_50-65","W_65+","B_50-","B_50-65","B_65+","A_50-","A_50-65","A_65+","I_50-","I_50-65","I_65+","H_50-","H_50-65","H_65+","O_50-","O_50-65","O_65+","state"
"42119",42681,22623,20058,14845,4195,3583,11903,3693,4462,36050,18061,17989,11036,3596,3429,10186,3478,4325,2459,2084,375,1731,304,49,289,57,29,82,64,18,43,13,8,10,6,2,814,420,394,371,31,18,334,17,43,2000,1381,619,1168,166,47,526,64,29,1276,613,663,496,85,32,558,71,34,29690,8390,7166,22072,7192,6858,3462,608,98,742,62,36,86,26,16,2336,332,94,992,170,64,"42"
"42121",50454,24920,25534,13664,5769,5487,13131,5947,6456,47117,23264,23853,12398,5523,5343,11935,5673,6245,434,247,187,191,32,24,117,33,37,68,24,44,13,7,4,18,17,9,172,76,96,57,12,7,48,32,16,577,310,267,248,34,28,206,41,20,2086,999,1087,757,161,81,807,151,129,27328,11538,10974,24796,11046,10686,382,64,48,114,24,14,26,14,8,496,68,56,1514,322,162,"42"
"42125",209349,102892,106457,59549,23009,20334,57501,24054,24902,186900,91604,95296,51067,21210,19327,49358,22199,23739,6861,3617,3244,2426,720,471,2015,690,539,230,113,117,80,22,11,68,30,19,1998,932,1066,667,148,117,776,186,104,4021,2101,1920,1731,232,138,1475,293,152,9339,4525,4814,3578,677,270,3809,656,349,119098,46018,40668,102134,42420,38654,4852,1440,942,1334,296,234,160,44,22,3462,464,276,7156,1354,540,"42"
"42127",51155,26899,24256,14293,6470,6136,11885,5914,6457,44821,22937,21884,11318,5840,5779,10316,5448,6120,1647,1457,190,1155,224,78,131,39,20,73,41,32,32,5,4,10,15,7,418,195,223,118,55,22,114,43,66,2347,1359,988,1003,213,143,698,157,133,1849,910,939,667,133,110,616,212,111,28586,12940,12272,22636,11680,11558,2310,448,156,236,110,44,64,10,8,2006,426,286,1334,266,220,"42"
"42129",354663,173467,181196,95539,40433,37495,92792,42226,46178,323114,157776,165338,83793,38017,35966,81132,39745,44461,8985,4728,4257,3353,827,548,2918,751,588,295,139,156,97,18,24,81,33,42,3301,1441,1860,973,268,200,1200,388,272,5230,2631,2599,2058,348,225,2036,315,248,13738,6752,6986,5265,955,532,5425,994,567,191078,80866,74990,167586,76034,71932,6706,1654,1096,1946,536,400,194,36,48,4116,696,450,10530,1910,1064,"42"
"42131",26069,13061,13008,7449,2890,2722,7109,2931,2968,24142,12128,12014,6743,2753,2632,6383,2773,2858,214,117,97,96,14,7,78,6,13,32,7,25,2,5,0,14,11,0,115,45,70,30,3,12,27,21,22,581,271,310,227,23,21,258,24,28,985,493,492,351,92,50,349,96,47,14898,5780,5444,13486,5506,5264,192,28,14,60,6,24,4,10,0,454,46,42,702,184,100,"42"
"42133",456438,225254,231184,139297,47990,37967,136177,49121,45886,365353,180221,185132,103636,41584,35001,100568,42360,42204,25768,12897,12871,9364,2397,1136,9091,2330,1450,640,322,318,182,109,31,165,86,67,6557,2958,3599,2127,541,290,2479,695,425,39360,19583,19777,16447,2135,1001,16309,2292,1176,18760,9273,9487,7541,1224,508,7565,1358,564,278594,95980,75934,207272,83168,70002,18728,4794,2272,4254,1082,580,364,218,62,32894,4270,2002,15082,2448,1016,"42"
"44001",50793,24431,26362,14214,5406,4811,14454,6026,5882,44671,21429,23242,11790,5016,4623,11994,5598,5650,732,379,353,296,30,53,278,53,22,85,37,48,26,8,3,43,1,4,1279,595,684,460,107,28,537,93,54,1943,962,981,818,116,28,776,129,76,2083,1029,1054,824,129,76,826,152,76,28428,10812,9622,23580,10032,9246,592,60,106,920,214,56,52,16,6,1636,232,56,1648,258,152,"44"
"44003",170363,82625,87738,48955,18731,14939,47460,20790,19488,144761,69916,74845,38862,16963,14091,37640,18839,18366,2889,1582,1307,1172,252,158,917,202,188,364,197,167,125,51,21,102,46,19,4830,2279,2551,1672,400,207,1874,422,255,9665,4808,4857,4091,506,211,3850,640,367,7854,3843,4011,3033,559,251,3077,641,293,97910,37462,29878,77724,33926,28182,2344,504,316,3344,800,414,250,102,42,8182,1012,422,6066,1118,502,"44"
"44005",85643,41750,43893,23893,9095,8762,23205,10094,10594,70914,34444,36470,18064,8180,8200,17545,9016,9909,2645,1327,1318,918,261,148,893,214,211,265,133,132,90,14,29,89,28,15,1543,681,862,507,95,79,571,163,128,5592,2847,2745,2433,269,145,2261,337,147,4684,2318,2366,1881,276,161,1846,336,184,47786,18190,17524,36128,16360,16400,1836,522,296,1014,190,158,180,28,58,4866,538,290,3762,552,322,"44"
"44007",660741,320358,340383,211527,62402,46429,213352,66992,60039,378615,183354,195261,103116,43105,37133,102476,45005,47780,47652,23571,24081,17469,4078,2024,17286,4161,2634,1882,844,1038,537,185,122,674,193,171,28110,13764,14346,10808,1812,1144,11168,1949,1229,160323,77876,82447,63190,10175,4511,64264,12085,6098,44159,20949,23210,16407,3047,1495,17484,3599,2127,423054,124804,92858,206232,86210,74266,34938,8156,4048,21616,3624,2288,1074,370,244,126380,20350,9022,32814,6094,2990,"44"
"44009",129839,62566,67273,34455,14622,13489,34958,16287,16028,115089,55439,59650,29039,13592,12808,29402,15042,15206,1468,770,698,581,129,60,530,90,78,917,448,469,320,62,66,291,112,66,2605,1153,1452,823,210,120,991,310,151,4578,2183,2395,1744,243,196,1861,277,257,5182,2573,2609,1948,386,239,1883,456,270,68910,29244,26978,58078,27184,25616,1162,258,120,1646,420,240,640,124,132,3488,486,392,3896,772,478,"44"
"45001",24295,11783,12512,6880,2460,2443,6720,2746,3046,16744,8195,8549,4613,1746,1836,4509,1865,2175,6184,2876,3308,1719,634,523,1725,786,797,44,16,28,7,8,1,5,10,13,71,33,38,22,7,4,33,0,5,423,227,196,191,13,23,158,20,18,829,436,393,328,52,56,290,65,38,13760,4920,4886,9226,3492,3672,3438,1268,1046,44,14,8,14,16,2,382,26,46,656,104,112,"45"
"45003",168808,80827,87981,48770,16422,15635,50114,18285,19582,107918,51889,56029,27940,11524,12425,28325,12618,15086,39465,18175,21290,12349,3425,2401,13673,4147,3470,530,253,277,147,62,44,121,92,64,1773,807,966,522,173,112,674,178,114,11526,5948,5578,4938,707,303,4485,617,476,7596,3755,3841,2874,531,350,2836,633,372,97540,32844,31270,55880,23048,24850,24698,6850,4802,1044,346,224,294,124,88,9876,1414,606,5748,1062,700,"45"
"45005",8039,4253,3786,2477,1002,774,1837,888,1061,1985,1173,812,606,292,275,250,230,332,5646,2842,2804,1724,642,476,1471,623,710,45,23,22,10,9,4,16,5,1,17,8,9,4,4,0,6,2,1,194,138,56,84,42,12,41,8,7,152,69,83,49,13,7,53,20,10,4954,2004,1548,1212,584,550,3448,1284,952,8,8,0,20,18,8,168,84,24,98,26,14,"45"
"45007",203718,98138,105580,60981,19935,17222,62776,21556,21248,152396,73797,78599,43255,15880,14662,44163,16767,17669,30214,14036,16178,9491,2725,1820,10356,3251,2571,425,224,201,131,53,40,129,41,31,2404,1110,1294,797,200,113,853,263,178,9574,4747,4827,3940,512,295,3873,530,424,8705,4224,4481,3367,565,292,3402,704,375,121962,39870,34444,86510,31760,29324,18982,5450,3640,1594,400,226,262,106,80,7880,1024,590,6734,1130,584,"45"
"45009",13311,6321,6990,3644,1327,1350,3833,1471,1686,5010,2556,2454,1303,588,665,1202,521,731,7749,3519,4230,2170,703,646,2423,908,899,25,7,18,6,0,1,11,2,5,66,25,41,20,4,1,20,7,14,141,77,64,47,12,18,51,1,12,320,137,183,98,20,19,126,32,25,7288,2654,2700,2606,1176,1330,4340,1406,1292,40,8,2,12,0,2,94,24,36,196,40,38,"45"
"45011",20589,9879,10710,6053,2081,1745,6097,2400,2213,10352,5069,5283,2818,1178,1073,2713,1258,1312,8785,4077,4708,2688,798,591,2854,1038,816,61,37,24,13,16,8,8,9,7,161,56,105,39,10,7,90,3,12,520,285,235,217,43,25,181,25,29,710,355,355,278,36,41,251,67,37,12106,4162,3490,5636,2356,2146,5376,1596,1182,78,20,14,26,32,16,434,86,50,556,72,82,"45"
"45013",187117,91507,95610,50819,15990,24698,47733,19497,28380,126704,61931,64773,28129,11946,21856,25778,14556,24439,27545,12793,14752,8658,2187,1948,9154,2857,2741,354,198,156,128,48,22,88,37,31,2381,1079,1302,837,145,97,793,288,221,23411,12340,11071,10664,1197,479,9301,1175,595,6722,3166,3556,2403,467,296,2619,584,353,101638,31980,49396,56258,23892,43712,17316,4374,3896,1674,290,194,256,96,44,21328,2394,958,4806,934,592,"45"
"45015",229861,113637,116224,78456,20170,15011,75953,21917,18354,137840,69079,68761,44499,13619,10961,41769,14265,12727,51784,24422,27362,17092,4429,2901,18232,5152,3978,1035,489,546,301,119,69,344,119,83,5353,2403,2950,1687,369,347,1787,620,543,20328,10515,9813,9221,917,377,8307,965,541,13521,6729,6792,5656,717,356,5514,796,482,156912,40340,30022,88998,27238,21922,34184,8858,5802,3374,738,694,602,238,138,18442,1834,754,11312,1434,712,"45"
"45017",14119,6849,7270,3608,1657,1584,3692,1683,1895,7783,3907,3876,1897,980,1030,1879,897,1100,5361,2446,2915,1294,634,518,1469,689,757,62,31,31,27,3,1,15,9,7,27,10,17,9,0,1,14,2,1,487,253,234,220,16,17,192,30,12,399,202,197,161,24,17,123,56,18,7216,3314,3168,3794,1960,2060,2588,1268,1036,18,0,2,54,6,2,440,32,34,322,48,34,"45"
"45019",408235,197855,210380,130769,35462,31624,131026,39618,39736,263560,128615,134945,80995,24121,23499,80644,26151,28150,91746,42500,49246,27597,8234,6669,29376,10207,9663,857,449,408,301,109,39,263,86,59,7461,3511,3950,2616,550,345,2766,683,501,29280,15430,13850,13331,1530,569,11870,1380,600,15331,7350,7981,5929,918,503,6107,1111,763,261538,70924,63248,161990,48242,46998,55194,16468,13338,5232,1100,690,602,218,78,26662,3060,1138,11858,1836,1006,"45"
"45021",56216,27500,28716,17329,5700,4471,17200,5913,5603,39576,19464,20112,11449,4329,3686,11318,4392,4402,11292,5324,5968,3731,960,633,3828,1166,974,161,76,85,55,16,5,46,25,14,341,172,169,116,38,18,120,25,24,2777,1473,1304,1214,172,87,1079,144,81,2069,991,1078,764,185,42,809,161,108,34658,11400,8942,22898,8658,7372,7462,1920,1266,232,76,36,110,32,10,2428,344,174,1528,370,84,"45"
"45023",32294,15549,16745,9275,3486,2788,9509,3748,3488,18591,9153,9438,5070,2168,1915,5008,2165,2265,11287,5201,6086,3290,1132,779,3594,1390,1102,145,81,64,53,23,5,34,13,17,146,59,87,41,6,12,55,21,11,795,405,390,322,62,21,312,54,24,1330,650,680,499,95,56,506,105,69,18550,6972,5576,10140,4336,3830,6580,2264,1558,82,12,24,106,46,10,644,124,42,998,190,112,"45"
"45025",43273,21032,22241,12734,4594,3704,12726,4811,4704,25829,12633,13196,7030,2974,2629,6955,3070,3171,13150,6096,7054,3861,1321,914,4188,1492,1374,184,95,89,47,30,18,56,26,7,269,134,135,97,28,9,101,30,4,2086,1244,842,1044,127,73,718,58,66,1755,830,925,655,114,61,708,135,82,25468,9188,7408,14060,5948,5258,7722,2642,1828,194,56,18,94,60,36,2088,254,146,1310,228,122,"45"
"45027",31144,15318,15826,8568,3264,3486,8006,3591,4229,15309,7737,7572,3767,1730,2240,3475,1768,2329,13821,6636,7185,4127,1361,1148,3799,1634,1752,120,68,52,34,19,15,32,16,4,225,78,147,49,24,5,100,25,22,907,462,445,370,61,31,334,57,54,762,337,425,221,69,47,266,91,68,17136,6528,6972,7534,3460,4480,8254,2722,2296,98,48,10,68,38,30,740,122,62,442,138,94,"45"
"45029",38604,18739,19865,10652,4077,4010,10878,4493,4494,21816,10988,10828,5675,2633,2680,5461,2626,2741,13401,6113,7288,3694,1246,1173,4131,1602,1555,302,157,145,102,35,20,87,32,26,186,66,120,22,28,16,76,15,29,1380,753,627,642,59,52,515,69,43,1519,662,857,517,76,69,608,149,100,21304,8154,8020,11350,5266,5360,7388,2492,2346,44,56,32,204,70,40,1284,118,104,1034,152,138,"45"
"45031",62905,29540,33365,17827,6109,5604,19086,7144,7135,33821,16388,17433,9069,3618,3701,9022,4029,4382,25386,11380,14006,7428,2216,1736,8626,2805,2575,136,69,67,44,20,5,48,17,2,290,120,170,86,22,12,115,35,20,1396,677,719,550,74,53,596,72,51,1876,906,970,650,159,97,679,186,105,35654,12218,11208,18138,7236,7402,14856,4432,3472,172,44,24,88,40,10,1100,148,106,1300,318,194,"45"
"45033",28292,13229,15063,8229,2800,2200,8907,3125,3031,12987,6266,6721,3484,1422,1360,3522,1476,1723,12709,5711,6998,3745,1212,754,4361,1470,1167,603,286,317,186,67,33,201,67,49,63,26,37,20,6,0,17,6,14,856,451,405,384,41,26,341,52,12,1074,489,585,410,52,27,465,54,66,16458,5600,4400,6968,2844,2720,7490,2424,1508,40,12,0,372,134,66,768,82,52,820,104,54,"45"
"45035",161540,78358,83182,52699,14880,10779,53302,16231,13649,99145,48663,50482,30135,10344,8184,29959,10686,9837,38278,18150,20128,12996,3206,1948,13500,3752,2876,886,430,456,292,93,45,293,108,55,3286,1404,1882,1037,227,140,1239,392,251,10861,5412,5449,4646,533,233,4533,616,300,9084,4299,4785,3593,477,229,3778,677,330,105398,29760,21558,60270,20688,16368,25992,6412,3896,2074,454,280,584,186,90,9292,1066,466,7186,954,458,"45"
"45037",25657,13478,12179,8131,2992,2355,6588,2831,2760,14890,7663,7227,4218,1879,1566,3683,1773,1771,8301,4406,3895,2804,917,685,2124,897,874,67,35,32,24,10,1,15,8,9,118,58,60,33,13,12,41,8,11,1371,901,470,752,106,43,380,55,35,910,415,495,300,67,48,345,90,60,16262,5984,4710,8436,3758,3132,5608,1834,1370,66,26,24,48,20,2,1504,212,86,600,134,96,"45"
"45039",20948,10022,10926,5111,2548,2363,5299,2873,2754,8503,4242,4261,1725,1163,1354,1652,1207,1402,11201,5189,6012,2985,1260,944,3214,1534,1264,64,33,31,16,9,8,14,11,6,101,37,64,25,7,5,44,10,10,423,214,209,147,45,22,157,37,15,656,307,349,213,64,30,218,74,57,10222,5096,4726,3450,2326,2708,5970,2520,1888,50,14,10,32,18,16,294,90,44,426,128,60,"45"
"45041",137059,64024,73035,40651,12545,10828,43971,14437,14627,69021,33142,35879,18992,7206,6944,19307,7711,8861,56877,25411,31466,17352,4559,3500,20297,5921,5248,330,154,176,104,26,24,110,43,23,2309,1152,1157,856,218,78,837,239,81,4283,2234,2049,1835,282,117,1684,205,160,4239,1931,2308,1512,254,165,1736,318,254,81302,25090,21656,37984,14412,13888,34704,9118,7000,1712,436,156,208,52,48,3670,564,234,3024,508,330,"45"
"45043",63404,29968,33436,14729,6616,8623,15399,7856,10181,41186,19689,21497,8161,4636,6892,8434,5325,7738,18051,8209,9842,5011,1669,1529,5548,2181,2113,111,51,60,34,3,14,25,17,18,258,107,151,58,29,20,91,39,21,2225,1177,1048,939,148,90,783,131,134,1573,735,838,526,131,78,518,163,157,29458,13232,17246,16322,9272,13784,10022,3338,3058,116,58,40,68,6,28,1878,296,180,1052,262,156,"45"
"45045",525534,254500,271034,167518,47752,39230,169370,51826,49838,343897,167130,176767,100490,34411,32229,100531,36208,40028,87124,40478,46646,28500,7511,4467,30959,9091,6596,893,413,480,263,95,55,258,125,97,12875,6047,6828,4449,1012,586,4901,1220,707,58025,29603,28422,24978,3399,1226,23428,3512,1482,22720,10829,11891,8838,1324,667,9293,1670,928,335036,95504,78460,200980,68822,64458,57000,15022,8934,8898,2024,1172,526,190,110,49956,6798,2452,17676,2648,1334,"45"
"45047",69351,32123,37228,19839,6286,5998,22316,7254,7658,40625,19163,21462,10625,4100,4438,11497,4620,5345,20820,9173,11647,6153,1734,1286,7567,2165,1915,102,49,53,30,17,2,37,5,11,678,294,384,210,61,23,229,84,71,4749,2326,2423,1958,225,143,2013,211,199,2377,1118,1259,863,149,106,973,169,117,39678,12572,11996,21250,8200,8876,12306,3468,2572,420,122,46,60,34,4,3916,450,286,1726,298,212,"45"
"45049",18561,9390,9171,5751,1999,1640,5114,2024,2033,7802,4014,3788,2240,899,875,1952,859,977,9536,4603,4933,2900,993,710,2835,1094,1004,41,13,28,4,6,3,13,10,5,100,57,43,37,10,10,35,3,5,666,493,173,390,77,26,137,21,15,416,210,206,180,14,16,142,37,27,11502,3998,3280,4480,1798,1750,5800,1986,1420,74,20,20,8,12,6,780,154,52,360,28,32,"45"
"19173",5896,2970,2926,1732,576,662,1568,601,757,5304,2662,2642,1499,542,621,1354,559,729,1,1,0,1,0,0,0,0,0,13,12,1,4,5,3,1,0,0,15,7,8,6,0,1,3,3,2,399,223,176,180,16,27,139,22,15,164,65,99,42,13,10,71,17,11,3464,1152,1324,2998,1084,1242,2,0,0,12,0,2,8,10,6,360,32,54,84,26,20,"19"
"19175",12138,5982,6156,3645,1171,1166,3588,1174,1394,11223,5518,5705,3276,1105,1137,3202,1136,1367,114,67,47,62,5,0,39,2,6,25,14,11,6,4,4,9,1,1,65,40,25,37,3,0,21,2,2,399,198,201,169,25,4,165,20,16,312,145,167,95,29,21,152,13,2,7290,2342,2332,6552,2210,2274,124,10,0,74,6,0,12,8,8,338,50,8,190,58,42,"19"
"19177",7203,3708,3495,2146,759,803,1885,758,852,6878,3523,3355,2008,730,785,1779,740,836,26,19,7,14,1,4,7,0,0,6,2,4,2,0,0,2,2,0,24,17,7,10,4,3,6,0,1,114,59,55,50,8,1,50,5,0,155,88,67,62,16,10,41,11,15,4292,1518,1606,4016,1460,1570,28,2,8,20,8,6,4,0,0,100,16,2,124,32,20,"19"
"19179",35437,17660,17777,11373,3299,2988,10680,3459,3638,27295,13490,13805,7861,2848,2781,7382,3013,3410,1443,821,622,754,49,18,535,64,23,66,28,38,16,9,3,25,6,7,622,294,328,217,59,18,215,79,34,4332,2244,2088,1873,258,113,1800,211,77,1679,783,896,652,76,55,723,86,87,22746,6598,5976,15722,5696,5562,1508,98,36,434,118,36,32,18,6,3746,516,226,1304,152,110,"19"
"19181",52403,25806,26597,16839,4896,4071,16638,5128,4831,47897,23535,24362,14982,4598,3955,14826,4848,4688,452,242,210,187,42,13,175,20,15,80,34,46,28,6,0,30,15,1,380,157,223,119,26,12,153,55,15,1658,836,822,731,81,24,705,74,43,1936,1002,934,792,143,67,749,116,69,33678,9792,8142,29964,9196,7910,374,84,26,238,52,24,56,12,0,1462,162,48,1584,286,134,"19"
"19183",22565,11117,11448,6789,2220,2108,6642,2245,2561,19958,9803,10155,5707,2057,2039,5614,2083,2458,177,94,83,78,13,3,68,13,2,19,12,7,10,2,0,4,2,1,113,52,61,38,7,7,40,17,4,1612,852,760,733,86,33,636,85,39,686,304,382,223,55,26,280,45,57,13578,4440,4216,11414,4114,4078,156,26,6,76,14,14,20,4,0,1466,172,66,446,110,52,"19"
"19185",6497,3196,3301,1949,633,614,1909,637,755,6228,3078,3150,1851,624,603,1800,604,746,10,5,5,5,0,0,5,0,0,17,7,10,5,0,2,4,3,3,24,11,13,7,1,3,12,0,1,61,32,29,29,0,3,23,5,1,157,63,94,52,8,3,65,25,4,3898,1266,1228,3702,1248,1206,10,0,0,14,2,6,10,0,4,58,0,6,104,16,6,"19"
"19187",36999,19152,17847,12135,3745,3272,10188,3623,4036,31372,15931,15441,9436,3360,3135,8249,3324,3868,1773,1208,565,1029,145,34,452,76,37,112,70,42,54,7,9,25,9,8,295,117,178,79,29,9,124,38,16,2063,1131,932,939,141,51,780,92,60,1384,695,689,598,63,34,558,84,47,24270,7490,6544,18872,6720,6270,2058,290,68,158,58,18,108,14,18,1878,282,102,1196,126,68,"19"
"19189",10679,5312,5367,3167,1055,1090,2990,1084,1293,9472,4660,4812,2616,997,1047,2512,1038,1262,204,127,77,119,5,3,70,3,4,13,6,7,5,1,0,5,2,0,94,46,48,38,5,3,28,15,5,594,304,290,254,27,23,254,19,17,302,169,133,135,20,14,121,7,5,6334,2110,2180,5232,1994,2094,238,10,6,76,10,6,10,2,0,508,54,46,270,40,28,"19"
"19191",20070,9969,10101,5766,2167,2036,5696,2082,2323,18705,9274,9431,5207,2089,1978,5177,1999,2255,119,67,52,63,3,1,45,1,6,19,10,9,10,0,0,9,0,0,178,89,89,49,21,19,74,5,10,585,314,271,280,17,17,214,35,22,464,215,249,157,37,21,177,42,30,11532,4334,4072,10414,4178,3956,126,6,2,98,42,38,20,0,0,560,34,34,314,74,42,"19"
"19193",105941,52761,53180,36160,9256,7345,34814,9386,8980,72237,35451,36786,21656,7189,6606,21072,7511,8203,5076,2822,2254,2368,322,132,1973,190,91,1893,909,984,734,111,64,735,187,62,2957,1466,1491,1013,311,142,1002,319,170,18746,9629,9117,8241,1088,300,7856,947,314,5032,2484,2548,2148,235,101,2176,232,140,72320,18512,14690,43312,14378,13212,4736,644,264,2026,622,284,1468,222,128,16482,2176,600,4296,470,202,"19"
"19195",7443,3777,3666,2218,799,760,2055,758,853,6946,3502,3444,1999,757,746,1891,734,819,60,42,18,37,5,0,9,0,9,7,3,4,0,0,3,2,2,0,26,12,14,10,1,1,13,0,1,211,124,87,94,23,7,70,11,6,193,94,99,78,13,3,70,11,18,4436,1598,1520,3998,1514,1492,74,10,0,20,2,2,0,0,6,188,46,14,156,26,6,"19"
"19197",12943,6450,6493,3911,1246,1293,3762,1213,1518,10107,4983,5124,2631,1130,1222,2555,1091,1478,73,52,21,34,18,0,16,4,1,15,2,13,2,0,0,9,3,1,67,35,32,32,3,0,25,6,1,2394,1240,1154,1104,76,60,1043,90,21,287,138,149,108,19,11,114,19,16,7822,2492,2586,5262,2260,2444,68,36,0,64,6,0,4,0,0,2208,152,120,216,38,22,"19"
"20001",12526,6171,6355,3798,1174,1199,3598,1278,1479,10991,5462,5529,3224,1097,1141,2968,1155,1406,173,78,95,63,5,10,65,23,7,135,57,78,41,8,8,52,12,14,67,27,40,18,3,6,31,4,5,502,254,248,218,29,7,201,33,14,658,293,365,234,32,27,281,51,33,7596,2348,2398,6448,2194,2282,126,10,20,36,6,12,82,16,16,436,58,14,468,64,54,"20"
"20003",7836,3915,3921,2336,797,782,2243,794,884,7259,3637,3622,2139,745,753,2052,727,843,26,14,12,9,4,1,10,0,2,46,16,30,9,4,3,11,17,2,47,24,23,11,6,7,14,5,4,155,69,86,52,6,11,65,15,6,303,155,148,116,32,7,91,30,27,4672,1594,1564,4278,1490,1506,18,8,2,22,12,14,18,8,6,104,12,22,232,64,14,"20"
"20005",16348,7981,8367,5153,1532,1296,5166,1591,1610,13925,6769,7156,4191,1359,1219,4240,1423,1493,785,439,346,337,69,33,213,71,62,78,26,52,19,3,4,19,31,2,80,35,45,24,8,3,40,1,4,583,307,276,252,38,17,247,18,11,897,405,492,330,55,20,407,47,38,10306,3064,2592,8382,2718,2438,674,138,66,48,16,6,38,6,8,504,76,34,660,110,40,"20"
"55029",30066,14877,15189,6939,3469,4469,6565,3609,5015,27524,13530,13994,5914,3272,4344,5659,3446,4889,140,80,60,61,14,5,51,3,6,122,50,72,36,3,11,44,20,8,136,64,72,44,7,13,51,12,9,1138,609,529,502,76,31,444,53,32,1006,544,462,382,97,65,316,75,71,13878,6938,8938,11828,6544,8688,122,28,10,88,14,26,72,6,22,1004,152,62,764,194,130,"55"
"55031",44295,22304,21991,13267,4773,4264,12712,4733,4546,39417,19753,19664,11263,4422,4068,10924,4380,4360,576,389,187,316,54,19,166,20,1,763,418,345,281,94,43,239,66,40,286,115,171,79,19,17,120,23,28,768,400,368,372,14,14,325,30,13,2485,1229,1256,956,170,103,938,214,104,26534,9546,8528,22526,8844,8136,632,108,38,158,38,34,562,188,86,744,28,28,1912,340,206,"55"
"55033",45440,23434,22006,15746,4186,3502,14005,4019,3982,40912,20976,19936,13664,3956,3356,12298,3788,3850,388,197,191,149,39,9,165,11,15,157,87,70,71,13,3,40,26,4,1451,776,675,673,56,47,556,69,50,1035,582,453,520,44,18,384,47,22,1497,816,681,669,78,69,562,78,41,31492,8372,7004,27328,7912,6712,298,78,18,1346,112,94,142,26,6,1040,88,36,1338,156,138,"55"
"55035",105710,51911,53799,35173,8815,7923,34678,9150,9971,92354,45093,47261,29329,8136,7628,29122,8518,9621,1213,773,440,664,86,23,391,24,25,440,214,226,178,21,15,158,48,20,4365,2110,2255,1821,182,107,1871,242,142,3118,1609,1509,1422,140,47,1369,88,52,4220,2112,2108,1759,250,103,1767,230,111,70346,17630,15846,58658,16272,15256,1328,172,46,3642,364,214,356,42,30,2844,280,94,3518,500,206,"55"
"55037",4558,2363,2195,997,703,663,887,661,647,4296,2243,2053,913,677,653,789,621,643,9,7,2,5,2,0,2,0,0,30,9,21,3,1,5,15,6,0,5,5,0,5,0,0,0,0,0,66,28,38,23,3,2,28,10,0,152,71,81,48,20,3,53,24,4,1994,1406,1326,1826,1354,1306,10,4,0,10,0,0,6,2,10,46,6,4,96,40,6,"55"
"55039",104154,51295,52859,31309,10815,9171,30984,11067,10808,90150,44504,45646,25610,10069,8825,24986,10203,10457,2321,1127,1194,965,123,39,1056,120,18,355,133,222,92,17,24,138,59,25,1241,526,715,431,64,31,548,113,54,6717,3459,3258,2969,366,124,2854,291,113,3370,1546,1824,1242,176,128,1402,281,141,62618,21630,18342,51220,20138,17650,1930,246,78,862,128,62,184,34,48,5938,732,248,2484,352,256,"55"
"55041",9179,4699,4480,2394,1099,1206,2252,1054,1174,7371,3829,3542,1715,964,1150,1552,906,1084,32,26,6,23,2,1,3,0,3,1187,580,607,439,102,39,430,114,63,17,5,12,4,0,1,7,1,4,155,71,84,64,4,3,69,13,2,417,188,229,149,27,12,191,20,18,4788,2198,2412,3430,1928,2300,46,4,2,8,0,2,878,204,78,128,8,6,298,54,24,"55"
"55043",51938,26843,25095,17554,4837,4452,15087,4776,5232,48325,24852,23473,15869,4622,4361,13787,4567,5119,679,483,196,418,63,2,163,26,7,95,57,38,47,5,5,22,6,10,411,180,231,144,26,10,189,26,16,1236,703,533,626,61,16,453,53,27,1192,568,624,450,60,58,473,98,53,35108,9674,8904,31738,9244,8722,836,126,4,288,52,20,94,10,10,1252,122,32,900,120,116,"55"
"55045",37093,18491,18602,10920,4093,3478,10510,4107,3985,33960,16852,17108,9577,3892,3383,9310,3912,3886,201,126,75,98,14,14,54,15,6,49,28,21,12,12,4,12,8,1,170,78,92,51,12,15,67,15,10,1500,783,717,692,69,22,634,49,34,1213,624,589,490,94,40,433,108,48,21840,8186,6956,19154,7784,6766,196,28,28,102,24,30,24,24,8,1384,138,44,980,188,80,"55"
"55047",19018,9547,9471,5232,2177,2138,5005,2117,2349,17255,8688,8567,4550,2058,2080,4282,2005,2280,106,63,43,49,13,1,32,11,0,49,16,33,11,4,1,27,0,6,101,44,57,34,8,2,41,15,1,979,486,493,407,57,22,412,57,24,528,250,278,181,37,32,211,29,38,10464,4354,4276,9100,4116,4160,98,26,2,68,16,4,22,8,2,814,114,44,362,74,64,"55"
