"DemandID","Demand","SupplyID","Supply","TravelCost","AllFlows","EstFlow","f(d)"
"1",19172,"539",235,86.0561349141387,1,71,0.0001350318839835237
"1",19172,"543",174,73.0750225589459,3,62,0.0001872673581587246
"1",19172,"572",180,127.012984518646,1,37,0.00006198744812107337
"1",19172,"589",115,143.732991373368,1,21,0.00004840464859059365
"1",19172,"623",149,222.88236259048,1,17,0.00002013022339996148
"1",19172,"632",142,255.078591197642,1,14,0.000015369225425531416
"1",19172,"670",155,213.284434072732,1,19,0.000021982732651633098
"1",19172,"739",1677,237.555204296325,1,184,0.000017720293119077462
"1",19172,"810",878,216.62335083872,2,106,0.000021310294970682483
"1",19172,"842",871,241.345433626793,1,94,0.000017168083925607087
